
switch 84.97.179.17
526911360, Ethernet105/1/31, ethernetCsmacd(6), f4:ea:67:a4:95:20
526911424, Ethernet105/1/32, ethernetCsmacd(6), f4:ea:67:a4:95:21
526911488, Ethernet105/1/33, ethernetCsmacd(6), f4:ea:67:a4:95:22
526911552, Ethernet105/1/34, ethernetCsmacd(6), f4:ea:67:a4:95:23
526911616, Ethernet105/1/35, ethernetCsmacd(6), f4:ea:67:a4:95:24
526911680, Ethernet105/1/36, ethernetCsmacd(6), f4:ea:67:a4:95:25
526911744, Ethernet105/1/37, ethernetCsmacd(6), f4:ea:67:a4:95:26
526911808, Ethernet105/1/38, ethernetCsmacd(6), f4:ea:67:a4:95:27
526911872, Ethernet105/1/39, ethernetCsmacd(6), f4:ea:67:a4:95:28
526911936, Ethernet105/1/40, ethernetCsmacd(6), f4:ea:67:a4:95:29
526912000, Ethernet105/1/41, ethernetCsmacd(6), f4:ea:67:a4:95:2a
526912064, Ethernet105/1/42, ethernetCsmacd(6), f4:ea:67:a4:95:2b
526912128, Ethernet105/1/43, ethernetCsmacd(6), f4:ea:67:a4:95:2c
526912192, Ethernet105/1/44, ethernetCsmacd(6), f4:ea:67:a4:95:2d
526912256, Ethernet105/1/45, ethernetCsmacd(6), f4:ea:67:a4:95:2e
526912320, Ethernet105/1/46, ethernetCsmacd(6), f4:ea:67:a4:95:2f
526912384, Ethernet105/1/47, ethernetCsmacd(6), f4:ea:67:a4:95:30
526912448, Ethernet105/1/48, ethernetCsmacd(6), f4:ea:67:a4:95:31
526974976, Ethernet106/1/1, ethernetCsmacd(6), a4:18:75:e:f4:42
526975040, Ethernet106/1/2, ethernetCsmacd(6), a4:18:75:e:f4:43
526975104, Ethernet106/1/3, ethernetCsmacd(6), a4:18:75:e:f4:44
526975168, Ethernet106/1/4, ethernetCsmacd(6), a4:18:75:e:f4:45
526975232, Ethernet106/1/5, ethernetCsmacd(6), a4:18:75:e:f4:46
526975296, Ethernet106/1/6, ethernetCsmacd(6), a4:18:75:e:f4:47
526975360, Ethernet106/1/7, ethernetCsmacd(6), a4:18:75:e:f4:48
526975424, Ethernet106/1/8, ethernetCsmacd(6), a4:18:75:e:f4:49
526975488, Ethernet106/1/9, ethernetCsmacd(6), a4:18:75:e:f4:4a
526975552, Ethernet106/1/10, ethernetCsmacd(6), a4:18:75:e:f4:4b
526975616, Ethernet106/1/11, ethernetCsmacd(6), a4:18:75:e:f4:4c
526975680, Ethernet106/1/12, ethernetCsmacd(6), a4:18:75:e:f4:4d
526975744, Ethernet106/1/13, ethernetCsmacd(6), a4:18:75:e:f4:4e
526975808, Ethernet106/1/14, ethernetCsmacd(6), a4:18:75:e:f4:4f
526975872, Ethernet106/1/15, ethernetCsmacd(6), a4:18:75:e:f4:50
526975936, Ethernet106/1/16, ethernetCsmacd(6), a4:18:75:e:f4:51
526976000, Ethernet106/1/17, ethernetCsmacd(6), a4:18:75:e:f4:52
526976064, Ethernet106/1/18, ethernetCsmacd(6), a4:18:75:e:f4:53
526976128, Ethernet106/1/19, ethernetCsmacd(6), a4:18:75:e:f4:54
526976192, Ethernet106/1/20, ethernetCsmacd(6), a4:18:75:e:f4:55
526976256, Ethernet106/1/21, ethernetCsmacd(6), a4:18:75:e:f4:56
526976320, Ethernet106/1/22, ethernetCsmacd(6), a4:18:75:e:f4:57
526976384, Ethernet106/1/23, ethernetCsmacd(6), a4:18:75:e:f4:58
526976448, Ethernet106/1/24, ethernetCsmacd(6), a4:18:75:e:f4:59
526976512, Ethernet106/1/25, ethernetCsmacd(6), a4:18:75:e:f4:5a
526976576, Ethernet106/1/26, ethernetCsmacd(6), a4:18:75:e:f4:5b
526976640, Ethernet106/1/27, ethernetCsmacd(6), a4:18:75:e:f4:5c
526976704, Ethernet106/1/28, ethernetCsmacd(6), a4:18:75:e:f4:5d
526976768, Ethernet106/1/29, ethernetCsmacd(6), a4:18:75:e:f4:5e
526976832, Ethernet106/1/30, ethernetCsmacd(6), a4:18:75:e:f4:5f
526976896, Ethernet106/1/31, ethernetCsmacd(6), a4:18:75:e:f4:60
526976960, Ethernet106/1/32, ethernetCsmacd(6), a4:18:75:e:f4:61
526977024, Ethernet106/1/33, ethernetCsmacd(6), a4:18:75:e:f4:62
526977088, Ethernet106/1/34, ethernetCsmacd(6), a4:18:75:e:f4:63
526977152, Ethernet106/1/35, ethernetCsmacd(6), a4:18:75:e:f4:64
526977216, Ethernet106/1/36, ethernetCsmacd(6), a4:18:75:e:f4:65
526977280, Ethernet106/1/37, ethernetCsmacd(6), a4:18:75:e:f4:66
526977344, Ethernet106/1/38, ethernetCsmacd(6), a4:18:75:e:f4:67
526977408, Ethernet106/1/39, ethernetCsmacd(6), a4:18:75:e:f4:68
526977472, Ethernet106/1/40, ethernetCsmacd(6), a4:18:75:e:f4:69
526977536, Ethernet106/1/41, ethernetCsmacd(6), a4:18:75:e:f4:6a
